,Timestamp,age,gender,city,position,experience,germany_experience,work_level,main_tech,other_tech,yearly_salary,vacation_days,emp_state,contract_duration,main_language,company_size,company_type,covid_lost
812,27/11/2020 00:29:36,25,Male,Marseille,Data Scientist,1.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Junior,Python,"Python, Javascript / Typescript, SQL, Docker",42000.0,30.0,full-time,Unlimited contract,English,up to 10,Startup,No
813,27/11/2020 00:33:53,42,Male,Friedrichshafen,Software Engineer,20.0,1.0,Senior,C++,"Python, C/C++, .NET",70000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
816,27/11/2020 08:08:17,33,Female,Berlin,Data Scientist,8.0,4.0,Senior,Python ,"SQL, Google Cloud, Docker",77000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
818,27/11/2020 10:25:49,46,Male,Stuttgart,Software Engineer,13.0,6.0,Middle,C++,Python,70000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
820,27/11/2020 11:04:39,34,Male,Berlin,Lead Software Developer,13.0,2.0,Lead,C#,".NET, Kubernetes, Docker",65000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
821,27/11/2020 11:09:58,35,Male,Berlin,Software Engineer,15.0,4.0,Senior,Java,"Python, SQL, AWS, Docker",85000.0,25.0,full-time,Unlimited contract,English,11-50,Product,No
822,27/11/2020 11:44:47,27,Male,Berlin,Backend Developer,4.0,4.0,Senior,Go,"Python, C/C++, Go, AWS, Docker",70000.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No
823,27/11/2020 11:46:07,31,Male,Berlin,Software Engineer,7.0,5.0,Lead,python,"Python, Javascript / Typescript, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",80000.0,28.0,full-time,Unlimited contract,English,1000+,Product,Yes
824,27/11/2020 11:53:47,24,Male,Berlin,Software Engineer,2.0,2.0,Junior,Java,"Python, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",60000.0,28.0,full-time,Unlimited contract,German,up to 10,Consulting / Agency,No
825,27/11/2020 12:01:25,28,Male,Berlin,Data Engineer,7.0,3.0,Senior,Python,"Python, SQL, AWS, Google Cloud, Kubernetes, Docker",90000.0,27.0,full-time,Unlimited contract,English,101-1000,Startup,No
827,27/11/2020 12:05:25,27,Male,Berlin,Data Scientist,5.0,1.0,Middle,Python,SQL,55000.0,24.0,full-time,Unlimited contract,English,51-100,Product,No
828,27/11/2020 12:16:02,30,Male,Hannover,Software Engineer,5.0,3.0,Middle,Python,"Javascript / Typescript, Java / Scala, SQL",45000.0,30.0,full-time,Unlimited contract,English,up to 10,Startup,No
829,27/11/2020 12:20:51,33,Male,Berlin,data engineer,11.0,1.0,Middle,python,"Python, SQL, AWS, Google Cloud",68000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
830,27/11/2020 12:26:33,26,Male,Berlin,Software Engineer,2.0,1.5,Middle,TypeScript,"Python, Kotlin, Javascript / Typescript, SQL, AWS, Docker",58000.0,28.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
831,27/11/2020 12:30:01,37,Male,Walldorf,ML Engineer,15.0,15.0,Lead,Python,"AWS, Google Cloud, Kubernetes, Docker",80000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
833,27/11/2020 12:42:00,39,Male,Munich,Software Engineer,8.0,7.0,Senior,Python,C/C++,130000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
834,27/11/2020 12:44:12,26,Female,Berlin,Tech recruiting,2.5,2.5,Middle,JS,Python,40000.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No
835,27/11/2020 12:53:07,30,Male,Hamburg,Data Scientist,5.0,4.0,Head,Python,"R, SQL, AWS",80000.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No
836,27/11/2020 12:56:27,44,Male,Frankfurt,Software Engineer,10.0,10.0,Senior,SAP ABAP,SAP / ABAP,75000.0,30.0,full-time,Unlimited contract,Russian,101-1000,Product,No
837,27/11/2020 13:02:41,26,Male,Munich,ML Engineer,5.0,4.0,Senior,Spark,"Python, Java / Scala, R, SQL",180000.0,40.0,freelancer,Temporary contract,German,up to 10,Consulting / Agency,No
838,27/11/2020 13:02:57,30,Male,Munich,Software Engineer,10.0,6.0,Senior,Go,"Python, C/C++, Javascript / Typescript, Go",151872.0,30.0,full-time,Unlimited contract,English,1000+,Startup,No
839,27/11/2020 13:12:14,26,Male,Eindhoven,ML Engineer,3.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Middle,Python,"Python, C/C++, Docker, Tensorflow, PyTorch",48000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
840,27/11/2020 13:21:26,25,Female,Munich,ML Engineer,1.0,1.0,Junior,AI,"Python, SQL",57000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
841,27/11/2020 13:24:29,34,Male,France,Data Scientist,11.0,0.0,Senior,Python,"Javascript / Typescript, R, SQL, Google Cloud",80000.0,25.0,full-time,Unlimited contract,French,1000+,Consulting / Agency,No
842,27/11/2020 13:31:20,38,Female,Regensburg,ML Engineer,3.0,3.0,Middle,Python,"R, SQL",65000.0,30.0,full-time,Temporary contract,German,1000+,Product,Yes
844,27/11/2020 13:41:01,28,Male,Frankfurt,Mobile Developer,5.0,1.0,Senior,Swift,Swift,50000.0,24.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No
845,27/11/2020 13:47:57,29,Female,Berlin,Data Scientist,2.0,2.0,Junior,R,Python,52000.0,30.0,full-time,Unlimited contract,German,up to 10,Consulting / Agency,No
846,27/11/2020 14:08:28,30,Female,Berlin,ML Engineer,5.0,1.5,Middle,pythin,"Python, SQL, Docker",51000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
847,27/11/2020 14:14:20,28,Male,"Warsaw, Poland",Software Engineer,6.0,0.0,Middle,C#,"Javascript / Typescript, .NET, SQL",52800.0,26.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No
848,27/11/2020 14:34:16,28,Female,Berlin,Data Scientist,1.0,8.0,Junior,Python,"Python, R, SQL, Azure",55000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
849,27/11/2020 14:43:39,42,Male,Berlin,Software Engineer,12.0,12.0,Lead,Java,"Kotlin, SQL, Kubernetes, Docker",95000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
851,27/11/2020 14:52:02,29,Male,Munich,Data Scientist,4.0,4.0,Middle,Python,"Java / Scala, SQL, AWS, Azure",61500.0,30.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No
852,27/11/2020 14:54:00,29,Male,Munich,Software Engineer,4.0,4.0,Middle,R,"Python, SQL",78000.0,30.0,full-time,Unlimited contract,English,1000+,Semiconductor,No
855,27/11/2020 15:28:36,36,Male,Berlin,CTO,15.0,13.0,C-Level,Java & PHP,"Python, PHP, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",150000.0,30.0,full-time,Unlimited contract,German,101-1000,Media,No
856,27/11/2020 15:31:37,37,Male,Munich,Software Engineer,14.0,6.0,Head,Typescript,"Python, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Docker",84000.0,30.0,full-time,Unlimited contract,English,up to 10,Product,No
857,27/11/2020 15:49:51,31,Male,Amsterdam,Data Scientist,10.0,0.0,Lead,Python,"Javascript / Typescript, R, SQL, AWS, Azure, Docker",100000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
858,27/11/2020 15:57:34,35,Male,Berlin,Data Analyst,5.0,5.0,Middle,R,"R, SQL, Google Cloud",49000.0,26.0,full-time,Unlimited contract,English,101-1000,Product,No
859,27/11/2020 16:22:55,27,Male,Berlin,Data Scientist,4.0,2.0,Junior,Python,"C/C++, Javascript / Typescript",60000.0,15.0,full-time,Temporary contract,English,51-100,Consulting / Agency,No
860,27/11/2020 16:43:00,29,Male,Munich,Data Analyst ,6.0,4.0,Middle,Python,"Javascript / Typescript, SQL, AWS, Kubernetes, Docker",68000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
861,27/11/2020 17:18:20,36,Male,Berlin,Backend Developer,5.0,2.0,Senior,Java,"Java / Scala, Kubernetes, Docker",70000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No
862,27/11/2020 17:21:50,33,Male,Munich,Backend Developer,10.0,10.0,Senior,Java,"Python, Kotlin, Go, Kubernetes",70000.0,30.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No
863,27/11/2020 17:38:58,42,Male,Berlin,Software Engineer,12.0,12.0,Lead,Java,"Kotlin, SQL, Kubernetes, Docker",95000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
864,27/11/2020 17:46:19,32,Female,Berlin,BI Analyst ,1.0,1.0,Junior,Sql ,Python,48000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No
865,27/11/2020 17:47:59,30,Male,Berlin,Software Engineer,10.0,7.0,Lead,Frontend,"C/C++, Javascript / Typescript, Go, AWS, Docker",115000.0,28.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
866,27/11/2020 18:13:16,29,Female,Berlin,Software Engineer,4.0,4.0,Middle,Java/Kotlin,"Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker",60000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
868,27/11/2020 19:08:08,35,Female,Berlin,Frontend Developer,2.0,2.0,Junior,React,Javascript / Typescript,40000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
869,27/11/2020 19:13:30,36,Male,Frankfurt,Software Engineer,14.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Senior,C++/c,"Python, Docker",81500.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
870,27/11/2020 19:45:57,34,Male,Berlin,BI Developer / Data Engineer,10.0,5.0,Senior,SQL,Python,75000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
871,27/11/2020 19:50:24,34,Male,Berlin,DevOps,12.0,2.0,Lead,Kubernetes,"Python, Go, AWS, Kubernetes, Docker",94000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
872,27/11/2020 20:17:35,31,Male,Munich,ML Engineer,4.0,4.0,Senior,Python,Python,100000.0,20.0,full-time,Unlimited contract,English,1000+,Product,No
873,27/11/2020 20:41:17,34,Female,Berlin,QA Engineer,7.0,0.0,Senior,Java,"Java / Scala, SQL, Docker",55000.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No
874,27/11/2020 20:47:20,31,Male,Munich,Data Scientist,7.41764705882353,2.0,Middle,Python,"Python, C/C++, Azure, Docker",60000.0,27.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
875,27/11/2020 21:00:34,33,Male,Munich,Frontend Developer,14.0,8.0,Senior,"Angular, Typescript","PHP, Javascript / Typescript",80000.0,28.0,full-time,Unlimited contract,German,11-50,Product,No
876,27/11/2020 21:29:14,33,Male,Frankfurt,Software Engineer,8.0,5.0,Senior,C#,"Javascript / Typescript, .NET, SQL",67000.0,28.0,full-time,Unlimited contract,English,11-50,Product,No
877,27/11/2020 21:35:38,33,Male,Munich,Backend Developer,12.0,0.5,Middle,PHP,"PHP, Javascript / Typescript, SQL, Docker",56000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
880,27/11/2020 22:14:52,31,Male,Berlin,Backend Developer,5.0,2.0,Senior,Python,"Python, SQL, AWS, Kubernetes, Docker",77000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
882,27/11/2020 22:35:06,42,Male,Berlin,Software Engineer,12.0,12.0,Lead,Java,"Kotlin, SQL, Kubernetes, Docker",95000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
885,28/11/2020 08:39:21,33,Male,Heilbronn,Senior Scrum Master (RTE),7.0,7.0,Lead,C++,C/C++,90000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
887,28/11/2020 12:31:36,31,Male,Berlin,Backend Developer,9.0,9.0,Senior,"Grails, Groovy","Java / Scala, SQL, AWS",67473.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
888,28/11/2020 12:42:48,42,Male,Berlin,Software Engineer,12.0,12.0,Lead,Java,"Kotlin, SQL, Kubernetes, Docker",95000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
889,28/11/2020 13:49:27,30,Male,Berlin,Head of BI,7.0,7.0,Head,Python,"Python, SQL, AWS, Kubernetes, Docker",100000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
890,28/11/2020 14:13:25,32,Female,Berlin,QA Engineer,10.0,4.0,Lead,Java,"Python, Kotlin, .NET, SQL, Go, Docker",65000.0,33.0,full-time,Unlimited contract,German,1000+,Product,No
891,28/11/2020 17:56:48,34,Male,Berlin,Software Engineer,16.0,5.0,Lead,Ruby,"Kotlin, Javascript / Typescript, Java / Scala",91000.0,26.0,full-time,Unlimited contract,English,101-1000,Startup,No
892,28/11/2020 19:20:34,35,Male,Berlin,Data Scientist,15.0,10.0,Middle,C++,Python,60000.0,30.0,full-time,Temporary contract,English,101-1000,Product,No
893,28/11/2020 19:42:06,33,Male,Munich,SRE,10.0,4.0,Senior,PHP,"Python, Javascript / Typescript, Ruby, Java / Scala, AWS, Kubernetes, Docker",79000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
894,28/11/2020 20:21:28,39,Male,Düsseldorf ,Technical project manager,12.0,4.0,Senior,PHP,SQL,65000.0,30.0,full-time,Unlimited contract,German,1000+,Consulting / Agency,No
896,28/11/2020 21:02:40,25,Female,Berlin,support engineer,2.0,2.0,Middle,python ,"Python, Javascript / Typescript, Ruby, SQL",45000.0,26.0,full-time,Unlimited contract,English,1000+,Startup,Yes
897,28/11/2020 22:07:47,34,Male,Munich,Frontend Developer,4.0,3.0,Middle,JavaScript,"Javascript / Typescript, Go",66000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
898,28/11/2020 22:16:17,28,Male,London,Software Engineer,8.0,0.0,Senior,.NET,"Javascript / Typescript, .NET, SQL, AWS",75000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
899,29/11/2020 01:29:24,35,Male,Berlin,Frontend Developer,6.0,1.0,Middle,React / JavaScript,Javascript / Typescript,66500.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
900,29/11/2020 03:48:11,38,Male,Berlin,Backend Developer,8.0,8.0,Senior,Perl,"SQL, Go, AWS, Docker",64000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
901,29/11/2020 09:34:53,34,Male,Munich,Backend Developer,13.0,2.0,Lead,Java,"Kotlin, Javascript / Typescript, Java / Scala, AWS, Azure, Kubernetes, Docker",105000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
902,29/11/2020 10:06:00,36,Male,Dortmund,Software Engineer,8.0,8.0,Senior,kotlin,"Python, Kotlin, Javascript / Typescript, Java / Scala, SQL, AWS, Kubernetes, Docker",83000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
903,29/11/2020 10:27:35,30,Female,Munich,Software Engineer,8.0,2.0,Senior,Java,"AWS, Docker",52000.0,28.0,full-time,Unlimited contract,German,1000+,Consulting / Agency,No
905,29/11/2020 13:17:18,27,Male,Berlin,Data Engineer,6.0,3.0,Middle,Python,"Python, AWS",74000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No
906,29/11/2020 14:27:45,27,Male,Berlin,QA Engineer,5.0,1.5,Middle,Java,"Python, Javascript / Typescript, Google Cloud, Kubernetes, Docker",56700.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
907,29/11/2020 15:23:30,33,Male,Berlin,Software Engineer,7.0,1.0,Middle,Ruby,"Javascript / Typescript, Ruby, AWS, Docker",54000.0,28.0,full-time,Temporary contract,English,51-100,Startup,No
909,29/11/2020 17:12:02,30,Female,Cologne,Data Scientist,8.0,7.0,Senior,"Python, cloud computing ","Python, SQL, AWS, Azure",85000.0,30.0,full-time,Unlimited contract,English,1000+,Utilities,No
910,29/11/2020 17:48:04,25,Male,Frankfurt,DevOps,2.0,2.0,Junior,Python,"Python, AWS, Kubernetes, Docker",65000.0,28.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
911,29/11/2020 18:41:38,38,Male,Berlin,Software Engineer,12.0,6.0,Senior,Java,Kotlin,92000.0,100.0,full-time,Unlimited contract,English,1000+,Product,No
914,29/11/2020 20:04:23,34,Male,City in Russia,Software Architect,14.0,0.0,Lead,Haskell,"Python, C/C++, .NET, SQL",100000.0,30.0,full-time,Temporary contract,English,51-100,Product,No
915,29/11/2020 20:24:21,29,Male,Berlin,Frontend Developer,8.0,7.0,Senior,JavScript,"Javascript / Typescript, AWS, Docker",77250.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
917,29/11/2020 21:34:45,36,Male,Berlin,Software Engineer,5.0,1.0,Middle,JavaScript,Javascript / Typescript,60000.0,26.0,full-time,Unlimited contract,English,101-1000,Startup,No
918,30/11/2020 09:07:15,43,Male,Berlin,Software Engineer,20.0,3.0,Middle,Ruby,"Kotlin, PHP, Ruby, Java / Scala, SQL, AWS, Kubernetes, Docker",70000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No
919,30/11/2020 09:57:43,32,Male,Munich,Frontend Developer,10.0,4.0,Lead,js,Javascript / Typescript,80000.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No
920,30/11/2020 10:48:04,28,Male,Berlin,ML Engineer,0.0,1.0,Junior,python,"Python, Docker",48000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,Yes
921,30/11/2020 10:49:42,36,Male,Nuremberg,Software Engineer,20.0,20.0,Lead,Java,"Java / Scala, SQL, Kubernetes, Docker",74000.0,28.0,full-time,Unlimited contract,German,1000+,Finance,No
922,30/11/2020 10:49:54,38,Female,Düsseldorf,Data Scientist,14.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Middle,R,"Python, R, SQL",70000.0,32.0,full-time,Unlimited contract,German,1000+,Product,No
924,30/11/2020 10:52:55,26,Male,Berlin,Backend Developer,2.0,2.0,Junior,Php,"PHP, Javascript / Typescript, SQL, Docker",25000.0,24.0,full-time,Unlimited contract,German,11-50,Product,No
925,30/11/2020 10:58:04,26,Male,Amsterdam,Data Scientist,2.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Junior,Python,"Python, SQL, Azure",48000.0,25.0,full-time,Temporary contract,English,51-100,Fintech,No
926,30/11/2020 11:03:07,34,Male,Stuttgart ,Software Engineer,6.0,6.0,Head,C++,"Python, Javascript / Typescript, Java / Scala, R, SQL, AWS, Google Cloud, Azure, Kubernetes, Docker",90000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
927,30/11/2020 11:06:44,25,Male,Stuttgart,Data Scientist,0.0,0.0,Junior,Python ,"R, SQL, Hadoop Hive",58000.0,30.0,full-time,Unlimited contract,German,1000+,Handel ,No
928,30/11/2020 11:08:23,30,Male,Frankfurt,Big Data Engineer,3.0,3.0,Middle,Python,"SQL, Docker, Apache Spark, Apache Hadoop, Oracle, PostgreSQL, Bash, Apache Impala, Apache Hive",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting and Product,No
930,30/11/2020 11:16:18,30,Male,Cracow,Business Analyst,7.0,0.0,Senior,SQL,"Python, AWS, Google Cloud, Azure, Alteryx, SAS",68500.0,26.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No
931,30/11/2020 11:23:45,26,Male,Berlin,Software Engineer,5.0,1.0,Middle,Python (Django),"Python, Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",69000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
932,30/11/2020 11:24:53,30,Female,Stockholm,QA Engineer,7.0,1.0,Senior,Python,"Ruby, SQL",48000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
933,30/11/2020 11:32:03,33,Female,Brunswick,Software Engineer,6.0,4.0,Middle,C++,Python,58000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
934,30/11/2020 11:34:22,26,Male,Berlin,Backend Developer,6.0,3.0,Senior,Go,"PHP, Go",70000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
935,30/11/2020 11:38:00,29,Male,Berlin,Data Scientist,6.0,1.5,Middle,Python ,"SQL, AWS, Google Cloud, Docker",57000.0,28.0,full-time,Unlimited contract,English,up to 10,Startup,Yes
936,30/11/2020 11:44:04,36,Male,Zurich,Data Scientist,5.0,0.5,Senior,Python,"Javascript / Typescript, SQL",106000.0,25.0,full-time,Unlimited contract,English,11-50,Product,No
937,30/11/2020 11:45:40,23,Male,Dublin,Data Analyst,3.0,0.0,Senior,Python,"Python, R, SQL",49200.0,21.0,full-time,Unlimited contract,English,1000+,Product,No
938,30/11/2020 11:52:06,45,Male,Madrid,Data Scientist,2.0,0.0,Senior,Python,"SQL, Azure",42000.0,24.0,full-time,Unlimited contract,Spanish,101-1000,Consulting / Agency,No
939,30/11/2020 11:56:44,41,Male,Rome,CTO,22.0,0.0,Head,Python,"C/C++, SQL, Go, Rust, AWS, Google Cloud, Kubernetes, Docker",50000.0,31.0,full-time,Unlimited contract,Italian,51-100,Product,No
